durability,undying_id
7029126,950
3100329,1726
3518731,1237
8213562,1935
4964352,2732
544306,2524
2405906,5422
9136063,2321
8119817,2443
7680264,2317
1764156,4509
2329726,9510
1245242,7779
5670840,9959
6053497,6030
9495269,4050
317841,4682
4870449,5053
6677684,2146
7836745,1813
554834,6829
2548577,7649
5460620,666
9652674,5142
3711348,172
7054807,7525
3168291,4201
3923177,7295
1498646,2407
2270505,9708
6751676,1573
516212,1877
8498005,8016
1362379,5233
7402467,5268
6807999,7418
5904504,9275
779620,9409
6897431,4568
2276457,5267
626415,1666
7083885,9090
2024407,4957
7766063,1098
6294115,9922
4645800,3711
6568941,3752
9526517,1272
5662110,9206
569462,3330
9857059,8229
11263,9369
7810754,1561
3784842,2952
3216497,846
3801393,1359
731790,3092
1896826,6383
4354015,7844
1606927,2362
8867243,7096
6806074,410
9636259,5947
5408648,6349
5158711,34
427640,2360
2121889,495
3360082,8031
2186093,6528
8462849,6478
9496882,8118
2165019,1281
4126279,7779
5674172,4471
505175,4083
976291,7637
9816696,7899
227653,1443
9623942,2084
2852828,4079
5744011,9930
3412536,7158
6630823,9930
9272763,9509
8419029,1301
9242757,7433
297483,9769
1568799,1052
4425610,6663
5946893,79
7982174,582
813339,845
293943,2319
7951410,2475
3483216,9364
3904373,2120
3525566,2886
8305342,4513
616320,8164
1235151,3725
8905159,1432
7032131,6722
6493392,8698
9059000,8430
8846229,3602
9152839,3393
9297458,3416
8995926,1352
1170005,9636
7299426,1788
8002972,574
9352355,8552
986800,6542
55247,5012
8947394,6399
9032883,7246
3564584,3541
985864,6928
381760,6302
9210017,4181
8125787,9586
8441912,2386
9795362,1665
1792440,1643
4501803,9707
7469344,6815
2565873,2260
6743729,3879
4815300,3669
9336716,3793
8719923,4099
5659912,508
6309756,8608
4641515,3975
6415624,244
7322465,6615
5338693,4595
3957805,2423
7638137,7379
9764736,6957
5642813,5240
7631865,7339
9469070,8888
7086112,4280
8885690,8716
2849862,538
350984,7723
2927326,4198
2848523,3823
26868,5619
8382000,7266
5120383,8193
9842349,5647
2224917,1828
4123820,5435
2394592,5854
5293160,9575
4270028,3491
3589565,8088
2152876,4667
8058125,4019
5512363,7610
2965309,7505
6449734,4554
8401054,8653
9122868,3071
3848231,4332
3952030,6336
5796069,6516
6603977,6065
2747314,2250
2140926,8530
1978493,8174
7225561,7990
2882327,9658
8359225,641
9903559,9295
1924754,4634
1482519,4050
5682648,2729
5883808,3627
9267142,5490
4751304,6337
7018869,7153
4679140,3582
6213532,7569
824852,4323
4619695,1678
6123522,5895
3135515,9302
5254018,5766
4475113,2433
1846459,1756
708031,5845
8431342,2589
5626069,2415
3217016,4786
6596893,4339
3631579,8604
9126027,6416
5612764,8920
9458702,6894
7682964,453
4008835,3076
6018853,3895
3165492,6732
7046090,8706
9829446,5344
9049038,7467
4029799,2527
1804724,6952
3012284,5000
1222253,6569
8754461,7533
1324641,6830
8379764,445
2288178,4769
7618858,1511
7254182,1171
8653187,2316
3272212,9988
742705,8010
7961790,4911
5922015,9746
5184079,172
8560546,2477
6105248,453
5449318,4441
5193716,5160
6073859,2681
2161635,7448
3008344,274
3796417,2338
7064671,6380
8412518,1329
8034571,4041
1141396,2686
922914,6192
2576030,3251
5383044,8063
7237827,8241
7278272,9679
4021451,5945
2262216,938
7432129,2652
6284939,2522
1085824,9345
1573937,77
8070356,2581
4144919,8675
693125,6452
4218059,1466
3449117,3256
8274487,2562
3349914,760
1405581,1057
8098414,4408
3988483,7520
4909961,6120
1367842,3035
6687535,9881
7125157,5944
2875639,9768
5883825,9215
827627,9069
1677238,7367
6418435,6025
1798675,758
3700660,5207
4583107,5180
282820,6270
7600728,5120
8085383,6586
5949353,4525
6437597,3774
9769799,8962
1719774,3545
6126394,8622
3533263,3093
2529193,4317
1822547,8071
6706986,9085
4687532,3537
4424911,2048
9465403,3813
6942048,8598
1986207,1000
2318585,1824
2901527,2775
2222654,1339
1942540,9525
4905195,8466
336828,8788
4607702,9838
8548175,9337
365326,4082
4057897,8041
9173756,3391
270185,4389
8618967,8941
6974003,1396
4208999,642
9340646,452
2414892,8569
7869009,4753
7482170,689
9127168,944
6649322,8816
971042,718
5758145,8767
1236412,6210
6401481,7054
9509622,3645
3800151,3585
208889,5794
2103031,7714
147730,8671
3789259,2159
8651604,2583
7297129,8624
9382524,4871
7748565,1514
2553137,2959
1775869,9040
4453267,3592
3367462,3350
4899159,5588
7832587,2695
1826137,7212
4026680,8024
6856032,2563
7378270,8078
5989901,4056
2305550,4976
730167,9818
5685877,9763
9067117,8750
5699876,1698
3995653,2623
3824762,1791
5404702,3154
5084476,5954
9332379,2870
5010453,3052
2019860,450
6584011,9399
7682697,2649
4703096,486
2501157,984
5616181,4451
9516068,9008
4218924,4422
2227223,8592
8058420,920
3300408,3819
3150837,4690
2749099,2221
7558698,5782
8876659,2434
4611252,7710
8355668,4000
8574483,3962
5201056,3744
4365454,5422
1236334,946
7455462,8428
8930089,2342
573172,7214
5259009,2210
7630869,2366
8484813,1179
3298475,2970
6967071,1340
4963123,7487
6878899,6279
5735476,230
325934,3794
2367056,9557
5906204,9143
4093201,2011
2473758,9301
5574588,3033
3323046,2633
6223777,9944
7280619,6085
4069416,4019
2424766,4382
1840905,9616
2551803,1416
1614363,2180
2274422,2854
8639558,3968
5014673,8648
2700567,2497
9109537,9602
8378294,5828
9942143,1501
95489,3191
5517796,6221
4219043,3322
9533105,652
4505445,8266
3863973,2061
3606597,8335
1827949,6971
8059138,2494
9259570,2557
9984112,2999
6430333,7020
6714126,1192
2365616,1229
1812050,8196
5324497,5391
8123299,3486
4755425,5880
3697410,8191
3906369,5013
2887724,6718
961595,1651
5725668,2491
5358603,8128
8644258,1369
2654605,2679
6053538,6898
359060,744
5106078,5484
9729203,3026
9217604,203
2278088,1932
266281,7057
4147391,8714
4318230,5949
8424325,4713
5475867,9742
2378631,9855
3106171,8224
4938834,8453
861959,9462
8339370,3543
2203484,7918
8216081,8927
2832843,2799
6820279,6460
4050414,4759
1699104,1928
7151573,5729
4150185,8120
5799124,8251
3442787,9096
5639729,6891
5334480,7073
8192161,2966
4481335,4931
4126337,8523
4591851,3758
7551100,8021
4992403,703
4068985,9185
9837494,1369
5607249,493
2710188,4468
6367792,6002
2894684,4591
507513,8226
6323509,6582
4100499,4941
7306167,8334
6942474,4558
7114827,648
1237694,5038
8943994,6035
5255472,1439
3720588,7044
6883644,9588
3283212,4430
3274129,843
8245476,1445
3421288,3510
6323282,8138
9769104,966
9083511,7576
2162671,5324
5323850,5380
1608048,3492
998075,8102
3389397,9073
9274579,4915
1710102,6950
570590,423
6272568,3400
3381093,5306
5590894,6210
9428860,571
4451362,1507
4556335,1637
6035790,8484
8281714,2149
9585158,1137
540439,7332
7024521,45
1436942,193
7413273,2686
277474,7681
8384733,9801
8267216,2305
4362060,2183
3377362,9004
6519904,8185
6748719,5981
4653121,4853
2353157,7324
9235956,641
2860576,8032
1591839,1453
4820900,6849
8256749,9734
3992676,1701
291494,2750
4350749,2047
1393304,4052
6942927,915
8380888,5640
761536,5389
7941885,308
1226176,8878
4864360,3290
4761206,4012
4672455,5626
5038591,588
8112411,4366
3205180,7351
2513189,8251
4037137,4364
448009,4342
8310381,7886
3691845,6039
363761,6291
3499433,1481
4653459,5142
5962217,9106
7069890,6739
9115587,4169
2020771,7721
6828138,9804
3463544,740
1918508,9149
9511771,609
9602369,1401
1589245,4022
5820588,7137
813598,1400
1123245,1261
62130,1604
94555,5
1983659,6297
2107387,7031
9374642,4718
8505635,4244
1533030,6197
1911060,3723
5013026,3798
2256424,1438
7644220,4943
4461855,2515
2719226,6102
110501,6390
4626911,274
899163,1205
4174158,3121
6203419,8150
5932261,2626
5944829,3212
1584356,8132
4885178,9025
8287829,7715
7204134,754
8551362,2786
4456801,6864
5602605,1768
4316186,8960
5814599,4214
1977877,8615
9351988,5548
374143,2556
6744798,224
38843,9302
1976940,4681
2181940,3103
8520053,1355
6533470,8307
4172839,8764
74629,2099
6387489,5014
1083423,315
6434408,7435
8863411,8555
8017897,2140
5553716,5083
8401424,7230
2526164,8053
6007706,3840
670739,4653
207905,7092
4835898,446
4014652,2071
5480823,4555
390301,2528
9494197,2270
5629987,7604
4440970,7470
7100180,8704
3814228,8346
4608221,988
8505444,9355
803866,9000
288233,4017
9573652,8348
5976098,6148
6673285,3422
5550971,6036
677802,4169
9648536,4298
7851430,8707
433242,2691
268230,6423
9965228,1917
4945562,8636
8266983,4356
6813263,8476
743833,9307
1594929,1850
3013418,5883
268662,4769
5450299,1791
911454,8226
8229843,7735
2724818,3653
6633268,4377
7004286,2701
6846171,5381
3942356,385
3998598,9414
1146258,8185
5075577,2100
7356880,3970
6924868,4553
8902877,2830
1685417,3140
7547581,2749
8907296,5770
8739288,98
3807743,5815
7777295,4865
5773871,9538
8276805,6497
3097160,6178
3792650,8843
2499868,1807
3009000,223
5257932,7280
4245600,3844
1930672,4593
4922042,5853
4272900,9899
5859898,8894
3388999,7660
3300970,4790
6502116,3504
1114214,9264
1522226,480
7387888,5964
2854711,7964
9881885,8452
5704260,7905
4170511,9755
2898744,3525
6974049,845
7490760,4810
167776,1441
4165835,7555
5350539,768
4221228,3753
6450099,7195
350325,9417
1837620,2254
9566836,5320
8186945,5874
8666834,1597
6998061,8475
6056420,2383
2970955,4014
2552773,2768
4776558,7494
2456683,1976
2928486,2963
6342313,1824
4882179,3915
1201573,2930
9156315,7173
662634,3011
7486,4968
4731883,5168
137199,7653
4927415,2520
2457153,5152
862879,8110
9328428,6033
564295,2331
4155778,3030
5496800,4525
5908796,8755
4128509,3835
768116,6828
4697122,1392
896208,6431
4359643,6611
9052283,4597
285699,2980
5675782,2132
1202750,5830
1198821,4334
9657096,6887
682788,5238
9536795,5546
9552367,3448
6468319,3629
8287187,1000
3156243,2264
6383542,6830
3210407,5258
5998413,3754
2701514,5347
7312016,7821
8884538,4467
6813877,6828
3286167,5972
585151,9260
7237429,9877
5764731,4286
7360222,4059
6553665,2819
1302465,4911
138890,7640
9079966,3150
2984958,2640
5395745,1826
8444594,5451
2717970,1414
5333434,9214
784630,9035
3532188,8195
1648484,6804
8600352,51
3545293,4182
584580,1427
1608782,4602
6823634,7329
3801609,2428
3024901,9861
3319443,6245
2030824,6706
1399967,3153
9612112,323
3165097,7186
1237326,1519
523250,8031
3818702,680
4150988,3311
8376186,3232
6988392,733
303018,1062
7083599,112
3318484,9177
7786297,1606
5453513,1740
8921198,880
4812595,6975
3132101,6590
7070626,4491
7177397,7563
6919770,489
8059020,5413
818930,9164
589372,5246
1104810,406
9744849,9193
8671092,5462
752955,7137
5639854,4283
8495954,2859
24917,8331
2322028,8544
1007810,7418
959447,4546
3694912,3656
4391520,9375
9606623,3426
1812602,9526
2866336,9760
4077564,3981
755848,857
9329002,8872
3405017,4191
540852,7116
8248201,2067
450215,3868
2903702,9672
621432,6961
8719395,7397
4290220,4324
8452233,950
3702283,3105
7605670,6678
9369115,2906
435944,7312
4324805,5400
2708385,9445
1918863,2718
1725098,5540
4422006,2300
9892637,4710
2321138,1859
3008852,7430
2721836,8482
7104307,7484
4347164,6443
9814452,4873
2834371,7421
8471318,8807
879080,3110
5156979,2510
2526760,6568
6032515,9218
6694780,952
6006380,7429
9821629,422
1448060,5336
2236733,141
2591459,5744
8055638,6700
8903838,9232
5580326,1978
6920220,1233
513706,1652
2026311,6602
2929524,908
9766824,7139
4622120,6305
8391987,620
6779122,8771
7341032,1167
3438877,1574
4441216,5312
4666566,7420
3384913,3946
8369349,7094
8875831,6374
175612,6910
4830693,1225
4810802,3888
9760786,6365
7599635,7492
2287928,9923
2786641,7388
3395957,1146
9837961,4673
9534548,7504
8216967,6652
5459750,8569
4024089,2023
5333222,2848
4187235,2664
6179490,3540
4547554,7517
8033140,2073
305568,2583
6725910,7331
2989579,8007
861046,5719
6855153,1349
6085307,6129
7399104,8384
5025290,9776
227515,355
2685308,9493
3316866,4163
5129688,576
8198448,7607
6410101,1901
7824885,6485
2114798,3523
8758890,7833
6857008,2035
9701982,585
3097757,2647
3337108,2999
6336012,4123
4817259,3194
8078787,2252
4978405,3019
4849017,9152
9814327,1877
9940104,6552
1979506,3685
5421297,2590
5477539,6035
6625796,7322
3162997,9648
2514243,6490
8224007,1705
9198908,3648
4997560,3280
5735030,700
255180,2141
3604369,900
5145771,7940
6031845,881
9410793,5388
6159306,1897
5276365,7809
3239802,7974
4122793,234
8663736,1826
6996719,6166
5213601,2027
8754862,6713
408623,8820
1790456,6394
812557,4551
3851442,9125
7241474,6385
9289346,1326
3114865,6913
2635707,863
8958526,7237
935879,6102
8698284,310
8422478,4630
3996207,2884
4681231,8872
8943862,2264
1154055,4279
8531275,8473
3751217,2230
7351495,5957
4861752,8679
7711234,3736
584608,6703
3508106,2233
4986882,489
1278681,453
3983796,103
7458680,1911
6418366,3975
1371186,9899
106201,7648
2081553,2625
8121396,3505
1274979,4885
1639851,9610
8778897,9886
9628240,6426
6255450,1391
1889314,1038
8889162,7086
3442320,4742
7326643,6
3971808,5727
6341390,8528
1813008,6565
3111273,8880
469469,4563
4549632,5109
6131794,4017
1252834,929
8801552,2424
1134334,4192
7215972,6346
6699031,406
3834552,1831
4086561,51
9338860,2309
6131129,6560
8708352,2168
9874730,4575
2622728,4506
1027238,1959
1917125,5942
21691,1450
690480,8829
4457578,3182
7864980,7861
6029736,5545
9342965,8466
6800546,8866
8314546,2929
3937243,7812
1557004,4558
7576758,4582
6857918,993
6731235,9599
6112264,3190
1689282,9743
5691505,2222
6700669,9243
9572,6149
5443082,4712
8157412,6655
7192250,1276
438656,4590
6569385,6916
380809,9256
8052902,6420
4645383,8482
9650527,1047
1635221,7149
3197958,563
6531871,1655
3011468,1632
9578649,2409
4744136,7433
8389225,3546
982411,1136
9858486,726
1403039,5224
2144778,9042
3295325,1433
4993214,2377
4120155,2601
4315671,3063
8781965,3058
9762405,1553
4051811,1718
5447215,804
3370780,9907
207181,7953
2718760,1322
3121569,8053
3788281,4577
4086629,1983
693757,7561
1249515,471
5062544,4969
5840834,4169
5481610,4995
6675543,9039
7014610,1823
3108460,968
7379331,1497
2113999,8625
6900342,5346
488987,8843
2586915,8099
8388658,3040
9484702,2023
3682661,965
6134154,5669
4134012,5373
1935372,4266
3063023,1808
3936345,4215
5679610,4043
722803,9601
6568881,32
2719143,8420
2555161,6547
2482983,6444
9003435,8353
991665,8087
4024764,6291
1673427,9527
436554,9778
2780667,1202
2725640,8594
3738356,1294
5347304,5531
2525902,4001
3481266,1568
7941737,6832
5103496,9468
4845709,8950
2869894,6724
1661542,1510
2698002,9343
9812460,6692
7803654,7351
4899078,995
7487281,4055
6586239,6172
4498882,3278
6484106,8180
455192,4957
5828122,6182
3714983,1019
5587739,5339
8599115,7381
9045999,906
636879,5898
7980217,5602
7235408,8183
3095423,4248
8219996,4547
1042959,4283
1526099,8400
2019858,9132
7553774,7010
3090678,9867
438148,1677
8999996,7189
711558,6782
2244783,9409
7248907,1510
6261387,3240
6749834,7941
9323831,221
2242802,860
7497665,6411
1529466,4422
7008713,1063
742268,9857
7430664,6991
3447515,9196
4081477,7690
9003660,8174
8995015,453
4321377,4530
9698236,7710
5143468,5596
8440125,537
2117775,5613
9416319,3990
2165380,5243
7798312,1771
5098987,7639
1120410,4682
1165073,720
6603551,7188
3370947,4702
922162,2336
7924745,578
2703791,4675
2855607,253
1014053,7482
975029,2768
1834155,2914
6730139,5347
5379216,3918
9648187,2586
4377398,8707
3152159,9989
5789535,5797
2785053,4454
5465537,8242
6180589,532
7952227,7269
1343583,2869
1269226,6343
9910518,1164
8701030,1284
8025360,4127
2315650,7070
3090534,2310
8915841,3715
8392407,2882
3032938,7505
9124434,569
1386065,3763
9835067,3216
7587251,5085
87625,834
7701677,8521
1708956,78
675256,1151
2244120,5548
2192891,2402
1484516,1285
3711680,5417
9019247,4704
6627852,7599
5610627,1890
3353167,8486
5884928,8198
1152295,785
1883266,5234
1957344,8797
3857725,7642
3330150,7207
4607409,113
9171553,3515
1896411,3079
9431269,1123
3206009,7522
4508461,215
6091821,4773
2290222,4158
7844222,7179
4357095,8652
5247228,1015
9783685,8292
3769310,6457
8122689,5644
2919141,4655
1356761,9551
3486062,8318
786845,3827
5431150,1216
9830253,3336
9226256,9180
900960,4567
1275431,6194
6521540,1921
2058355,818
3296307,2526
6198031,382
6696821,3986
3414882,7960
3053349,9879
5062158,8704
8272019,1013
407926,1813
9675263,9071
2854676,2228
2112670,9902
7082340,1272
8706130,8287
1696760,9708
3191055,8781
9697952,7937
6931835,5226
9482351,3149
5700702,8785
3865427,4645
803080,4575
8247486,7948
62176,7552
9519262,355
6966758,7921
1477010,6406
3949743,3269
2028297,2674
9634214,7075
9651433,2156
3622089,58
642556,5652
4159311,4295
7791793,2899
5501254,8335
4499796,2691
3836750,6867
4392134,9295
9218811,4330
2912158,5819
6677452,6596
7710964,7958
1553070,4780
5001001,3057
1546297,1590
9377003,8752
7034031,5482
2373522,4105
7804135,7751
4494389,6589
4266837,9043
6646400,6111
1653689,9023
1201126,4228
249381,9296
8829705,7569
3778967,1060
6341178,7949
2351712,9460
388526,5835
7217144,7577
260874,3627
2745195,925
6698810,8588
2360135,6779
9874187,35
4040937,4120
2047133,2870
9422048,3416
1045234,3228
3231979,1205
846794,9451
9344542,1528
6205579,4331
5376361,5244
8770762,818
2658085,9478
2488958,5680
3905814,535
7808766,8057
9668710,3120
1469294,4355
3007199,1902
1321219,1890
348484,653
5598488,2475
2230771,8069
4585073,6797
1197862,4949
2602924,6860
9058358,4803
8061501,9106
1957620,5124
9603860,8930
7096368,9849
5530850,8500
4967728,4557
6923459,8036
1630974,33
1613766,7549
7895569,3021
9690657,3835
8283973,7832
1984814,9830
6772460,7941
7747450,3572
4752082,1087
8904377,137
1037436,863
9531867,98
8196284,8775
9525036,9123
4141921,3541
6734655,1639
4875557,8665
178767,8744
4104537,6365
9805596,2661
4101217,9916
1559614,6091
7753919,7312
7298167,4899
732715,7440
4090051,5111
5267366,6732
4091986,4494
628724,8097
9904150,1767
2739370,1623
6561850,9488
2417271,1240
7244309,8384
8950090,3800
3213746,3791
681681,1682
4236331,1426
5545754,7669
6005087,1386
8259806,7241
9839264,6541
3134856,8796
889819,8726
348116,5070
4798780,1146
4875000,8987
2688969,8482
5757820,4604
124865,2732
899709,4906
542474,6974
9732199,432
3052295,6213
8051439,726
8091535,1239
286444,5800
8647884,1146
9269100,6973
2845946,4427
408503,2691
2005707,15
6825721,5541
3288837,871
6145502,6700
7610969,8282
4872170,9458
4745607,8316
6001234,9589
4460620,9351
91002,3501
7965977,813
2844285,7166
6286572,3976
3085270,4650
112263,5181
3267786,700
9848218,284
8731135,963
8064893,2454
7652304,3124
738571,2375
2326665,5610
8454335,7066
7508009,2608
5371815,9603
4944832,783
6003239,5284
7608112,8075
7600359,4729
3360292,3129
3367478,4637
8909272,5412
7763662,5493
4720724,764
4715693,4745
7173229,5727
7532592,9039
5352666,2700
8170572,2585
8273139,1463
6629733,4913
8373551,6783
256913,4267
9719037,7201
3040991,2545
1339703,1650
2589520,2712
3369122,7505
713858,7621
1637387,6331
2099477,6110
8695293,4764
3390186,6124
7978752,5066
2598783,5388
2272242,7696
6555612,5670
8223493,705
9667657,5566
1902835,3800
1689684,9973
8807285,2904
495222,1737
9294837,6833
564215,5292
8068129,3458
9288469,9146
8088376,5959
1807239,4324
87236,5594
2407740,7683
5929654,384
2920093,8551
1588806,5231
1947560,167
2317415,4594
8098262,9551
2264230,6288
2632196,998
6548450,1027
3448513,795
4694216,9234
4377397,565
5711676,9596
8047428,601
6170291,1363
5248040,9408
6548408,23
5627348,3900
9097266,434
4108636,8977
7810872,9110
9436579,4138
7357315,6014
4734176,9211
5798010,7607
8045099,3741
5495056,4533
9194716,2956
1727321,1593
117484,5842
7134362,6306
1771816,5015
17625,2939
7125427,7272
6438036,4408
7108655,2408
7562441,1740
1935724,9062
1555953,519
1437598,8351
3757440,5823
8447774,7864
5397690,5369
4552662,6748
9297120,5941
3972581,2189
7000317,6057
6019939,5180
8942465,3705
1226799,4115
2015739,9714
7988794,4174
4644681,1906
5555658,1057
9108015,6605
759030,2929
487941,1972
5816934,5519
8174542,1086
618802,5893
2975720,3168
2434296,5971
4813181,9325
1281482,6694
1924883,7069
4123360,6030
3486323,4845
9371654,2867
4935783,6473
870960,2870
7026819,207
8477395,4402
8799326,2827
5427324,8244
5440639,8717
3695618,7699
1918533,1995
8163609,3876
1230289,6807
8080873,6554
6021801,6205
1804744,4302
1662940,9602
3561192,3006
9204697,225
2305545,5219
2575331,9001
6178119,9092
6896471,426
8494232,8783
9894790,3234
9437347,8859
2933803,7444
2888097,6558
3042395,6079
5359519,3179
8389537,1242
9576097,3351
9635993,4255
1137971,5128
9840392,3535
9772628,7178
5537359,4185
497459,3552
1392055,5078
2080381,6254
3397193,965
169179,947
1949460,598
7910158,215
1366272,4971
245857,2865
9975396,7308
3640261,5293
320036,3245
3095650,9088
6108651,2155
285997,7055
2605426,3921
2321511,6024
8837885,9877
7571850,5532
6979627,9496
5894189,9405
2579110,8519
7001342,7221
6629662,5335
5748830,8663
2417890,4913
8283512,1679
8314720,4496
4962698,8479
2044542,355
2982549,647
4402973,7266
9310116,967
6167683,4514
4584957,5240
7143637,7197
5850976,3161
6482017,7106
2693674,1147
5698705,8683
5739252,900
770596,7833
3170120,5037
4388735,8916
3177889,4421
6183013,8944
4040425,5567
9325085,5646
4646861,3242
4519229,3307
5953566,2463
8806165,8905
3485688,7717
6633166,1779
291360,5443
3869038,7703
1080380,8928
1907586,8870
1409899,4442
55798,1641
1608049,8381
4630520,2601
2849746,3801
4977841,4968
958904,5740
4553617,3997
6026122,2974
6174113,1340
5558830,411
2834905,9574
8548541,3232
2528981,5845
4946311,8036
9091749,4623
4030276,6061
2683840,454
8171267,2290
2769319,8454
8395220,3616
3825746,1733
7192884,5600
1746015,7318
9489465,8710
2011091,921
445754,3172
3473852,358
7907669,2168
4703491,2845
9124460,3461
6922715,4011
1005405,248
5447885,9839
4032089,4820
2888164,9894
3737936,8533
2508682,4728
2423657,1309
8018667,5180
7567120,8409
9690574,4139
501973,3879
3977966,5322
6772492,2632
4301694,5258
8407117,5513
3573202,1122
3977098,7556
820041,8958
5666225,1963
5616012,6555
5015664,7388
5751594,5638
7593745,6267
6424247,5958
2798159,5962
8258505,8929
345376,7161
8597395,9424
7238457,5154
9790682,827
7293335,5421
6639045,8951
5918817,8713
4452558,3610
2551985,8341
852558,266
7405255,3211
6471102,5143
4063791,7646
6858598,6924
3743131,8411
3250001,3101
1306208,9863
7027014,8668
8384160,1524
1589184,9214
4715121,6065
7910246,803
2732977,5815
2897969,9764
240082,7915
7455596,6564
959473,4980
4656386,7012
5014014,4800
3733528,4950
151253,8143
9819670,5066
8281475,7984
5943544,1213
8301947,3459
1165891,1599
440163,9637
9963210,8615
3987810,2415
3098136,8666
5322777,1175
3007887,420
785516,3151
3849466,3430
7788602,4342
5589831,1198
1142821,6892
5301207,4500
3019120,5365
955008,3596
7651386,5919
3213854,8509
7075824,2807
1689200,8281
4473384,1884
8057323,4999
9953554,8348
2874135,7174
8092636,9724
5326756,5846
7019669,4394
5052160,8740
5947566,9796
8165835,1845
1226297,8303
8974010,2081
5476285,8755
1418539,6210
393182,304
471803,1327
8528963,810
7365491,9441
563247,8082
6795947,221
6517462,4956
8148296,488
8373310,308
7634654,2440
708226,4256
5685596,953
2027113,128
4541918,6940
5018877,2003
3002459,691
1902235,6328
5334454,8177
4506482,1885
7533897,9155
9529784,601
3378830,5809
9722011,9840
370837,2593
1303170,3804
4992655,3604
2935805,590
1993683,6221
9518827,7612
1615341,2724
896506,9345
3909760,9656
5248249,1348
4062732,554
1291327,9523
4340958,4841
6375286,5446
2062048,960
6826242,3740
9660239,5347
4459639,5498
7344266,1535
6960864,3342
5244704,3162
9701498,7418
58568,7823
6654414,6679
3197603,1529
1773742,844
5851178,3381
2666077,5245
101678,5506
6940734,8142
