character1_id,character2_id,user_id,fightexodus
2658,6688,9517,Draw
2797,3485,1608,Win Char1
3326,1939,8294,Draw
5939,3871,6397,Draw
3142,6604,2544,Win Char2
3757,838,1467,Win Char1
7943,6704,6108,Win Char2
157,6456,265,Win Char2
696,2260,3074,Win Char1
4824,2667,9384,Draw
1332,7571,1045,Win Char2
8389,4193,1798,Win Char1
2091,2823,4188,Win Char1
8855,2785,727,Draw
7448,4573,8539,Win Char1
9960,4383,6098,Win Char1
5046,9841,8486,Win Char1
8430,5904,9711,Win Char1
1422,1479,2713,Win Char1
1052,5014,8463,Win Char2
5805,9659,3132,Win Char1
7946,7679,1368,Draw
2929,4149,526,Draw
7411,1315,7108,Win Char2
9942,2060,437,Win Char1
2427,7376,9707,Win Char2
3526,3800,2032,Draw
6549,9617,2559,Win Char2
114,9178,6080,Win Char1
9124,3491,5513,Win Char1
6574,8119,6578,Draw
3855,2258,6029,Win Char2
2593,16,6449,Win Char1
4932,476,3415,Win Char1
1185,6750,506,Draw
6938,6097,6313,Win Char2
193,8063,4473,Win Char2
1085,8037,554,Win Char1
6593,8739,4485,Win Char1
2944,2509,4886,Win Char2
8771,6014,8664,Win Char2
8798,7160,9564,Win Char1
5112,1523,9783,Win Char1
853,2095,6968,Win Char1
2974,5609,640,Win Char2
1592,4651,6048,Win Char2
5077,7800,690,Win Char1
7348,3180,3577,Win Char1
9512,7073,6045,Win Char1
5507,9912,569,Win Char2
9030,5145,6104,Win Char1
9601,3332,2000,Draw
7260,4248,8933,Win Char2
5764,6104,5537,Draw
5432,7114,5417,Draw
5042,6509,3482,Win Char1
5882,1756,712,Win Char2
5062,7270,8972,Win Char2
1350,3605,7565,Win Char2
7806,8756,8076,Win Char1
1862,4832,182,Win Char1
2679,1726,3551,Draw
8480,5344,5642,Win Char1
7616,3829,3807,Draw
7416,8719,5316,Draw
1670,797,1169,Win Char2
1492,7995,8515,Win Char1
7599,1274,2741,Win Char1
6831,3283,5058,Draw
3967,8573,6108,Win Char2
3430,474,1488,Win Char1
1988,7483,4968,Draw
1200,3736,8461,Win Char2
5775,7913,8084,Draw
9691,4419,6400,Win Char1
3354,5990,7010,Draw
8126,9319,951,Win Char2
3692,6516,189,Draw
4453,8054,2907,Win Char2
7662,4772,797,Win Char2
560,1855,7780,Win Char1
2151,5904,5526,Win Char2
3291,2432,2339,Win Char1
9426,5389,5130,Win Char1
1678,5988,1437,Draw
3769,9557,7936,Win Char1
4824,5075,1607,Win Char1
1881,2857,3075,Draw
1341,8710,4946,Win Char1
1660,9584,1902,Draw
3371,3706,868,Win Char1
270,7069,8995,Win Char1
1486,1367,3956,Win Char1
9468,6487,6438,Draw
9172,6284,4253,Win Char1
3938,225,5399,Win Char1
5928,3290,5442,Win Char2
2645,6896,2553,Win Char1
2482,8075,9587,Win Char2
5843,7051,3796,Draw
1237,1690,2560,Win Char2
3280,3307,9050,Win Char2
215,9235,9840,Draw
2978,1083,9315,Draw
2018,4569,8745,Win Char1
6416,941,8916,Win Char1
5978,2859,5767,Win Char1
8287,2605,6466,Win Char1
225,328,5516,Draw
6750,7643,2127,Win Char2
9863,3106,6811,Win Char2
6077,3456,1436,Draw
4288,9256,3030,Draw
776,7202,1143,Win Char1
2882,4807,7935,Win Char2
8477,7293,3202,Win Char1
6117,2562,1185,Win Char1
5310,2714,6114,Win Char2
2048,5723,9113,Win Char2
5031,1666,4755,Win Char2
7473,3046,7388,Draw
9285,5992,124,Draw
3225,5177,501,Win Char1
6054,1449,4110,Draw
2323,3024,2311,Win Char2
7993,7570,9062,Win Char2
8142,5216,9428,Win Char2
5016,4816,901,Draw
6281,6772,9234,Win Char2
7191,4500,5248,Win Char2
8905,289,1811,Win Char2
699,943,4908,Win Char1
9372,7051,9248,Draw
5662,703,3128,Draw
5783,9044,9217,Win Char2
9632,8066,965,Win Char1
7263,1985,1678,Win Char1
150,6489,4732,Win Char1
7186,1260,7225,Win Char1
1139,6542,8580,Win Char2
4275,787,7876,Win Char1
3733,2181,9761,Win Char1
2733,700,2634,Win Char1
7531,9599,9894,Win Char2
2562,9895,4726,Win Char2
3728,3858,6430,Win Char2
3228,5763,6232,Win Char1
6361,5314,142,Draw
5724,7795,6258,Win Char2
2306,6565,7252,Win Char1
5103,7706,3706,Win Char2
1025,6615,8618,Win Char1
8834,8067,316,Draw
9079,2353,9427,Win Char1
795,9775,7127,Win Char1
697,7403,5067,Win Char2
593,6877,731,Win Char1
6375,1590,9822,Draw
3459,9660,2565,Win Char2
1475,8062,9839,Win Char1
8623,3832,8138,Win Char2
8114,6651,538,Draw
2868,5788,2898,Win Char2
7935,9843,208,Draw
3247,5958,9731,Win Char2
5562,2529,9475,Win Char2
2562,9638,8779,Draw
6497,1166,3430,Win Char1
903,6787,6153,Draw
4485,6012,9274,Win Char1
4945,2357,8087,Draw
8866,8443,4948,Draw
4772,2420,5304,Draw
8486,3985,2418,Draw
2859,4456,6662,Draw
4947,2630,1255,Win Char1
6343,6296,700,Draw
8834,282,702,Win Char1
7224,2277,9074,Win Char2
574,9320,7054,Draw
5164,7052,4997,Win Char2
8708,7686,6030,Draw
2785,2431,4583,Draw
2278,3667,7299,Win Char2
5856,1067,301,Draw
9394,3893,7179,Win Char2
1515,3783,9976,Draw
8393,1238,6345,Win Char1
1368,8914,6141,Draw
692,8864,6831,Win Char2
3831,7912,5000,Draw
1416,3031,2092,Win Char2
7022,3201,6073,Draw
4548,4749,275,Win Char2
9902,4571,8693,Draw
4408,504,9024,Win Char1
3367,5587,3782,Win Char2
8950,5123,8027,Win Char2
2382,826,9702,Win Char2
77,1583,11,Win Char2
5014,9000,667,Win Char1
7678,4104,2367,Draw
5709,4320,4016,Win Char2
6653,8202,2119,Win Char1
6057,2987,3565,Win Char1
5106,9906,5805,Draw
8877,3749,9790,Win Char1
9750,213,4728,Draw
9941,5383,3303,Win Char2
9691,207,6573,Win Char1
6358,6987,8844,Draw
9000,2439,436,Win Char1
3232,6755,8264,Win Char2
143,6011,6283,Draw
1541,716,5410,Draw
8385,6508,2822,Win Char2
4022,6916,6149,Draw
559,37,4864,Win Char2
5913,307,5259,Win Char1
2195,9367,7360,Draw
1983,8205,2772,Win Char1
575,5769,5182,Win Char2
7357,2501,3644,Win Char1
5686,3364,2054,Win Char2
1321,8947,1451,Draw
1226,4060,3761,Win Char2
5457,6716,2782,Win Char1
3342,5787,6259,Win Char2
2212,7,2909,Win Char1
481,2205,2645,Win Char1
3604,5908,9098,Draw
3178,8195,3061,Win Char1
3862,6069,6540,Win Char1
4629,1447,2546,Win Char2
6335,312,8089,Win Char1
789,1849,7161,Win Char2
6784,5880,7766,Draw
8992,3134,5133,Win Char2
8951,5787,8833,Win Char1
8646,9424,7213,Win Char1
5864,2576,1611,Win Char1
7878,2586,2216,Draw
847,5552,9354,Draw
9696,4424,3043,Win Char1
2348,3371,5925,Win Char2
3814,7745,2647,Win Char1
1694,3367,5772,Draw
38,9541,2377,Win Char1
58,4425,7512,Win Char1
7150,1536,3707,Win Char1
4991,6341,2321,Win Char2
5074,6558,3508,Draw
5519,6935,751,Draw
7120,4166,3304,Draw
1095,487,1212,Win Char2
9305,9539,9501,Draw
8398,3194,709,Draw
9701,363,7131,Win Char1
2854,1839,6739,Win Char1
9989,8718,2138,Win Char2
173,3613,7791,Win Char2
1454,5026,141,Draw
8686,7932,3621,Win Char2
5095,5388,3477,Draw
7800,3980,6122,Win Char2
5052,707,4890,Win Char2
1069,5195,4468,Draw
4561,435,8960,Draw
2573,2670,7773,Win Char2
5442,7380,7001,Draw
4894,5092,774,Win Char2
4460,3561,1096,Win Char1
6381,4867,1208,Win Char2
8490,5251,7796,Draw
2728,3985,529,Win Char1
7653,6235,8050,Draw
6564,6961,7347,Win Char2
7176,1066,9136,Win Char1
8537,3851,9115,Win Char2
2452,8155,1243,Draw
7423,8380,3034,Draw
172,6227,6338,Win Char1
6826,7554,6339,Win Char1
9980,1179,8538,Draw
5900,3348,739,Win Char2
597,5025,6006,Win Char2
1324,1829,5246,Win Char2
1064,8398,5551,Draw
1654,4701,7132,Win Char1
5830,7567,8852,Win Char2
6669,7799,8957,Win Char2
1614,1913,6423,Win Char1
6937,9113,6288,Draw
7206,3122,5377,Draw
5217,9621,7478,Win Char1
4108,2925,882,Win Char2
7737,2916,7359,Draw
8852,636,7724,Win Char2
1685,9658,431,Win Char1
2260,1635,8988,Win Char1
7774,3667,6797,Draw
8308,3231,500,Win Char2
5643,2791,7960,Win Char2
8021,58,1382,Draw
9048,9485,6731,Win Char1
9347,5091,906,Draw
1811,1604,6253,Draw
3744,2622,3771,Draw
3818,4153,7380,Win Char1
5552,5634,3882,Draw
8168,4922,5356,Win Char1
4059,7163,8211,Win Char1
6917,9776,269,Win Char1
5797,4113,7846,Draw
9876,6701,6350,Win Char2
9127,7886,3922,Win Char2
9518,9450,6495,Draw
7619,3703,2515,Win Char1
9066,5891,5092,Draw
7759,7719,1344,Win Char2
1408,5830,3070,Win Char2
5773,6178,7573,Draw
1357,4556,2284,Win Char1
1615,8648,165,Win Char2
722,8123,1618,Win Char1
8931,8503,3834,Win Char1
3990,4373,3202,Win Char1
5895,2401,7248,Draw
4672,7996,9398,Win Char2
8970,2324,2955,Win Char2
30,5139,1137,Win Char1
5779,984,5164,Win Char1
6133,4411,3459,Win Char2
947,8041,1190,Win Char1
128,8673,162,Win Char1
8794,1955,6188,Win Char1
9397,5122,2664,Win Char2
1608,8147,3208,Win Char2
6323,1320,2843,Win Char1
4235,7925,5353,Win Char1
3266,2816,2950,Win Char1
2755,5233,4943,Win Char1
7327,1201,9876,Win Char2
2555,8479,7372,Draw
3054,4446,8359,Draw
4261,6405,8048,Win Char1
3280,2947,728,Win Char2
7181,3177,1218,Win Char1
6409,4131,6517,Win Char2
8160,6213,9125,Draw
4548,2409,220,Win Char2
7051,2822,3825,Win Char2
8083,2901,8750,Win Char1
1590,6003,2456,Draw
9792,8545,4206,Win Char1
1118,3287,5177,Draw
777,460,9746,Win Char2
6460,6118,6978,Win Char1
8334,3113,4171,Draw
7782,7582,8608,Win Char2
193,1086,3368,Win Char2
6746,4090,2274,Draw
5144,4584,7729,Win Char1
4773,8863,7176,Win Char2
2251,7434,3953,Win Char2
6474,8002,1513,Win Char1
3311,9691,7313,Draw
3053,372,5034,Win Char1
6225,7384,2138,Win Char2
2891,9647,7401,Draw
5759,6831,5387,Draw
7888,4593,4257,Draw
4513,6531,4937,Win Char1
5295,9345,5633,Win Char1
5995,792,1138,Draw
6558,9,6022,Win Char1
4665,1025,327,Win Char2
8794,7348,7959,Win Char1
7193,5745,2718,Win Char1
1107,8915,2226,Win Char2
8821,9987,398,Win Char2
2903,3147,5923,Win Char2
4380,5431,2237,Draw
4224,92,6619,Win Char2
4971,3768,6814,Win Char2
9209,2391,5850,Win Char2
4137,1515,2929,Win Char1
7175,5954,9139,Draw
3581,3182,7522,Win Char2
5442,3151,6099,Win Char1
3530,6739,8405,Win Char2
1429,2052,9285,Win Char2
8540,4542,675,Draw
158,1058,5284,Draw
8628,1445,6194,Win Char1
8120,6043,7258,Win Char2
2291,5077,8309,Draw
754,8238,4045,Win Char1
6306,4126,5488,Win Char2
4012,9473,2349,Win Char1
4197,8637,8021,Win Char1
3396,5266,1354,Win Char2
5416,8111,165,Win Char2
6629,9768,1063,Win Char1
4225,896,1062,Win Char2
8529,6168,6993,Win Char1
6547,4972,8456,Win Char2
7239,5771,8812,Win Char1
3627,8125,7493,Draw
747,9541,9474,Win Char1
3150,2959,5439,Win Char2
1955,6947,4149,Win Char1
5394,2536,5692,Win Char1
9030,872,1200,Win Char2
1091,7252,9472,Win Char2
7229,9013,789,Win Char2
7462,8597,2616,Win Char1
721,941,8368,Draw
9768,4334,4670,Win Char2
4809,3322,5734,Draw
9079,1455,713,Win Char2
2718,3805,5013,Win Char2
4474,2199,7235,Draw
889,9327,4284,Win Char2
7325,5896,6685,Draw
6315,3526,1742,Win Char1
9479,3170,1533,Draw
4558,8928,3272,Draw
9974,8928,6804,Draw
3948,4269,2123,Win Char1
9121,5607,9651,Win Char2
8837,8618,7708,Win Char1
2768,1581,1328,Win Char1
3106,1379,2066,Win Char2
8196,7641,7604,Win Char2
9344,3410,4530,Win Char1
9783,1887,8803,Win Char2
6041,1598,4371,Win Char2
7650,9494,3754,Draw
8533,4845,4639,Draw
6817,3309,3427,Draw
6846,3192,4381,Draw
8721,4426,6853,Draw
2732,556,501,Win Char2
1310,6401,7936,Draw
9771,6639,8230,Win Char2
6821,8018,4840,Draw
8371,5711,3786,Win Char1
2789,5678,9374,Win Char1
8819,7314,5179,Win Char2
7946,3477,8628,Win Char1
9786,189,8259,Win Char1
6404,7541,3063,Win Char2
322,8021,3589,Win Char1
2963,922,2611,Win Char1
8792,5992,279,Win Char1
4748,5725,2210,Win Char2
3864,5626,9750,Win Char2
5147,6041,7202,Win Char2
7375,7630,5368,Win Char1
732,6994,2469,Draw
8386,1647,9486,Win Char1
4771,6455,8451,Win Char2
5759,5492,107,Draw
7763,6172,7908,Win Char2
4354,6076,5012,Win Char2
2365,1882,9690,Win Char2
1358,9938,770,Win Char2
8334,7718,5043,Win Char2
3695,5509,9372,Draw
7738,4789,1485,Win Char2
9168,2838,7315,Draw
1878,8416,4954,Win Char2
967,9286,5782,Win Char1
7045,7449,1908,Win Char1
968,2302,899,Win Char2
8797,7456,2222,Win Char2
3624,9765,3604,Win Char1
9544,2225,7413,Win Char1
8028,4835,5406,Win Char2
1711,3245,4227,Draw
6187,3245,1771,Win Char1
8528,5071,1307,Win Char1
8431,3058,4795,Win Char1
2327,2683,6006,Draw
1339,7039,1188,Draw
5875,7669,9716,Win Char2
3100,2602,5717,Draw
7395,3249,4544,Win Char2
5511,686,4374,Draw
2491,86,1051,Win Char2
7640,2625,752,Draw
3459,9740,823,Win Char2
4114,3965,4034,Win Char1
5788,4542,5698,Draw
3774,6396,9019,Win Char1
2321,3029,5494,Win Char1
9607,8222,6462,Draw
2146,992,6379,Draw
4304,3079,5672,Win Char1
1790,8596,650,Win Char2
4746,3576,4040,Win Char2
4345,4440,3710,Draw
3534,8750,4857,Win Char2
5917,1345,5515,Draw
6708,11,7099,Draw
1865,13,3982,Win Char1
2876,34,3771,Win Char1
5682,9180,1133,Win Char1
6514,6430,6927,Win Char1
6412,6810,4297,Win Char2
1557,7803,7787,Win Char2
4287,9230,5500,Win Char2
5214,3904,2789,Draw
7461,4290,8357,Win Char1
5688,4224,4275,Win Char1
3245,6908,6369,Win Char2
3732,704,3651,Win Char2
6558,4863,1731,Win Char1
4522,2141,9354,Draw
1158,6133,1871,Draw
1667,6450,7887,Win Char2
5501,9816,7284,Draw
5242,819,929,Win Char1
4278,6545,6274,Draw
3806,4664,9322,Win Char1
7463,4137,4268,Win Char2
8744,1337,6065,Win Char2
2895,5694,5817,Draw
6584,4693,8080,Win Char2
306,5397,2431,Draw
1086,343,3850,Win Char2
4710,4726,4898,Win Char1
2780,123,5116,Win Char2
5830,158,4468,Draw
8622,3825,4340,Win Char1
2,6820,7614,Draw
5960,4200,5904,Win Char2
4673,6983,6821,Draw
3663,6949,9327,Win Char1
947,4926,8935,Win Char1
7439,7478,7054,Win Char2
2741,331,8878,Win Char1
7465,5387,3742,Win Char1
1707,2298,9181,Draw
1777,6698,5035,Win Char2
57,8097,8453,Draw
5762,2622,8035,Draw
7049,8864,2148,Draw
9229,4071,5404,Win Char1
2134,9281,4438,Win Char2
6723,766,4307,Draw
9216,8563,3994,Win Char1
4907,1373,1649,Win Char2
3204,4605,167,Draw
5507,4013,7757,Draw
7709,9530,9569,Win Char1
9359,7033,3036,Win Char1
5931,3535,4215,Win Char2
1751,9119,8319,Draw
5372,4777,4846,Win Char1
6192,4965,7272,Win Char2
2375,5363,1128,Win Char2
1921,6438,9504,Win Char2
6755,1091,6604,Draw
2872,4709,2228,Win Char2
3113,8251,9007,Draw
2685,1154,772,Win Char1
6856,7347,6558,Win Char1
2773,9188,9680,Win Char1
527,5301,1715,Win Char2
2668,1217,6843,Win Char2
7956,3060,6073,Win Char2
58,7875,9486,Draw
9217,5524,1159,Win Char2
8318,1388,8821,Win Char2
4114,5874,9676,Win Char1
9643,2117,3065,Win Char2
4780,7088,68,Win Char2
767,7798,771,Win Char1
4536,8880,8312,Win Char2
6215,2937,832,Draw
2069,5916,3975,Draw
1098,7508,9766,Win Char1
4403,405,818,Draw
9367,1783,1842,Win Char1
5011,1331,3228,Draw
7509,7845,4424,Win Char2
4008,3905,2689,Win Char1
6785,9949,2139,Win Char1
6898,5830,4493,Draw
10000,3072,9903,Win Char1
4609,49,540,Win Char2
5530,966,8658,Draw
3382,4312,7826,Win Char2
6366,8098,2801,Draw
2340,7892,515,Draw
9674,6383,365,Draw
899,864,9036,Draw
3148,8233,1413,Win Char1
4447,3894,4566,Win Char2
1720,8653,8377,Win Char1
6679,5729,9598,Win Char2
701,8595,9986,Draw
6744,7115,5342,Win Char1
5670,7420,1956,Win Char2
7351,1868,5616,Win Char1
5300,5998,3642,Win Char1
2341,4407,2740,Draw
4706,650,1754,Draw
4629,9160,2454,Win Char1
6454,6704,326,Win Char2
3611,5439,4438,Win Char2
6448,2380,2037,Win Char2
773,4155,7679,Win Char2
5524,5828,242,Win Char2
5823,8704,4406,Draw
4442,4804,8063,Draw
6241,3992,4500,Win Char1
3698,3150,7777,Win Char2
5189,1238,806,Win Char2
3140,2705,6983,Draw
5737,9191,7866,Draw
1845,100,2052,Win Char2
1107,9774,7716,Win Char1
1959,5519,5359,Draw
9926,466,6790,Draw
4140,3410,4116,Draw
2607,9442,1498,Win Char2
9466,9827,5045,Draw
9690,7486,8811,Win Char2
1949,3385,7773,Win Char2
8306,3444,2704,Win Char1
79,4471,8134,Win Char1
6928,4797,711,Draw
7506,6229,423,Draw
2580,9899,5998,Win Char1
6561,6519,3282,Win Char1
6601,5973,3921,Win Char1
2997,1416,1154,Win Char2
2374,3247,1891,Win Char1
1970,9144,2794,Draw
4153,8686,2658,Win Char2
6796,4311,1680,Draw
6802,7425,864,Win Char2
3658,902,6816,Win Char1
2148,9964,4859,Win Char2
2068,316,2010,Draw
4663,9585,8573,Win Char2
2104,1568,5894,Win Char1
507,6330,5309,Win Char2
6131,6567,8143,Draw
7889,9559,2041,Win Char2
9827,1751,6620,Win Char1
493,9916,7433,Win Char2
4454,548,4296,Draw
3145,9595,5573,Draw
4872,5456,5743,Win Char1
6836,5638,1703,Win Char2
2842,2857,8923,Win Char1
1546,8374,7423,Win Char1
2750,237,9639,Draw
8095,983,6420,Draw
1703,5698,8546,Draw
5792,404,7038,Win Char1
5959,422,4958,Draw
2082,448,3901,Win Char1
9808,382,5504,Win Char1
5336,3337,3012,Win Char2
4940,9867,4823,Win Char2
6594,826,6176,Win Char1
3391,8552,8504,Win Char1
6053,3948,7161,Draw
2401,1416,5497,Draw
405,3377,7334,Draw
1552,941,6816,Win Char1
2793,442,536,Draw
1347,4397,4800,Win Char2
2008,9057,6420,Win Char2
5585,7161,2372,Win Char2
1455,2702,8455,Draw
1472,3842,2762,Win Char2
6517,6084,8734,Win Char1
4545,2494,1939,Win Char1
5686,9418,4651,Win Char1
1547,8753,2261,Win Char1
4825,7521,8611,Draw
5661,9048,4543,Win Char1
8477,1966,1348,Win Char2
4064,8692,9812,Draw
1939,2465,3560,Win Char1
7583,6741,6843,Win Char1
8473,9100,3230,Draw
5531,8203,7320,Win Char1
6190,7673,9212,Win Char2
1916,7929,4743,Win Char2
5048,197,3005,Draw
7766,565,8271,Win Char2
7168,215,7026,Draw
6935,8600,6656,Draw
8144,3352,396,Win Char1
5732,7191,7919,Win Char1
2726,6926,9149,Win Char2
3035,1475,3466,Win Char2
9990,9649,4596,Win Char1
6813,9826,1767,Win Char1
4819,1760,8566,Win Char2
6707,247,3197,Win Char1
1571,583,7752,Draw
2892,2609,3530,Win Char2
8159,2088,1132,Win Char2
6743,7673,6881,Win Char1
1003,2078,649,Draw
9591,5219,7316,Win Char2
3370,8520,5747,Win Char1
1061,4759,487,Draw
9554,6580,2317,Win Char1
5479,6091,279,Win Char1
7247,5626,3606,Win Char2
7005,8772,3546,Win Char1
3065,7436,6955,Win Char2
9983,3532,2541,Draw
1458,7476,311,Draw
1956,5172,1986,Win Char2
2562,1711,7105,Draw
5553,8904,1678,Win Char1
4135,3688,7604,Win Char2
5825,2636,1184,Draw
4191,2459,7540,Draw
9146,898,3301,Win Char2
3131,9126,2690,Win Char2
8877,9455,9521,Win Char1
6283,9234,5892,Draw
3956,9331,6979,Win Char1
9091,7973,7029,Win Char1
8808,1629,4397,Win Char1
1356,5930,9554,Draw
8961,8448,5525,Win Char1
2151,7560,2826,Win Char1
4422,976,5297,Win Char2
3364,7616,1312,Draw
952,3520,1063,Draw
